類型,公司代號 ,公司名稱 ,上市日,市場別,產業別,CFICode
股票 ,2486,一詮,2001/9/19,上市,光電業,ESVUFR
股票 ,2488,漢平,2001/9/17,上市,其他電子業,ESVUFR
股票 ,2489,瑞軒,2001/9/17,上市,光電業,ESVUFR
股票 ,2491,吉祥全,2001/9/17,上市,光電業,ESVUFR
股票 ,2492,華新科,2001/9/17,上市,電子零組件業,ESVUFR
股票 ,2493,揚博,2002/1/23,上市,電子零組件業,ESVUFR
股票 ,2495,普安,2002/3/25,上市,電腦及週邊設備業,ESVUFR
股票 ,2496,卓越,2002/3/8,上市,其他業,ESVUFR
股票 ,2497,怡利電,2002/2/4,上市,汽車工業,ESVUFR
股票 ,2498,宏達電,2002/3/26,上市,通信網路業,ESVUFR
股票 ,2501,國建,1967/10/28,上市,建材營造業,ESVUFR
股票 ,2504,國產,1978/3/14,上市,建材營造業,ESVUFR
股票 ,2505,國揚,1979/11/14,上市,建材營造業,ESVUFR
股票 ,2506,太設,1980/2/2,上市,建材營造業,ESVUFR
股票 ,2509,全坤建,1988/5/20,上市,建材營造業,ESVUFR
股票 ,2511,太子,1991/4/24,上市,建材營造業,ESVUFR
股票 ,2514,龍邦,1992/9/26,上市,其他業,ESVUFR
股票 ,2515,中工,1993/3/2,上市,建材營造業,ESVUFR
股票 ,2516,新建,1993/5/25,上市,建材營造業,ESVUFR
股票 ,2520,冠德,1993/10/27,上市,建材營造業,ESVUFR
股票 ,2524,京城,1994/10/18,上市,建材營造業,ESVUFR
股票 ,2527,宏璟,1995/3/6,上市,建材營造業,ESVUFR
股票 ,2528,皇普,1995/3/10,上市,建材營造業,ESVUFR
股票 ,2530,華建,1995/10/12,上市,建材營造業,ESVUFR
股票 ,2534,宏盛,1996/2/12,上市,建材營造業,ESVUFR
股票 ,2535,達欣工,1996/3/11,上市,建材營造業,ESVUFR
股票 ,2536,宏普,1996/3/14,上市,建材營造業,ESVUFR
股票 ,2537,聯上發,1996/9/6,上市,建材營造業,ESVUFR
股票 ,2538,基泰,1996/11/1,上市,建材營造業,ESVUFR
股票 ,2539,櫻花建,1997/7/16,上市,建材營造業,ESVUFR
股票 ,2540,愛山林,1989/12/26,上市,建材營造業,ESVUFR
股票 ,2542,興富發,1999/5/3,上市,建材營造業,ESVUFR
股票 ,2543,皇昌,1999/10/15,上市,建材營造業,ESVUFR
股票 ,2545,皇翔,2000/9/11,上市,建材營造業,ESVUFR
股票 ,2546,根基,2000/9/11,上市,建材營造業,ESVUFR
股票 ,2547,日勝生,2000/12/22,上市,建材營造業,ESVUFR
股票 ,2548,華固,2002/8/26,上市,建材營造業,ESVUFR
股票 ,2597,潤弘,2010/3/26,上市,建材營造業,ESVUFR
股票 ,2601,益航,1965/11/4,上市,貿易百貨業,ESVUFR
股票 ,2603,長榮,1987/9/21,上市,航運業,ESVUFR
股票 ,2605,新興,1989/12/8,上市,航運業,ESVUFR
股票 ,2606,裕民,1990/12/8,上市,航運業,ESVUFR
股票 ,2607,榮運,1990/12/14,上市,航運業,ESVUFR
股票 ,2608,嘉里大榮,1990/12/20,上市,航運業,ESVUFR
股票 ,2609,陽明,1992/4/20,上市,航運業,ESVUFR
股票 ,2610,華航,1993/2/26,上市,航運業,ESVUFR
股票 ,2611,志信,1993/10/28,上市,航運業,ESVUFR
股票 ,2612,中航,1994/10/20,上市,航運業,ESVUFR
股票 ,2613,中櫃,1995/1/20,上市,航運業,ESVUFR
股票 ,2614,東森,1995/9/23,上市,其他業,ESVUFR
股票 ,2615,萬海,1996/5/16,上市,航運業,ESVUFR
股票 ,2616,山隆,1997/11/8,上市,油電燃氣業,ESVUFR
股票 ,2617,台航,1998/6/24,上市,航運業,ESVUFR
股票 ,2618,長榮航,2001/9/17,上市,航運業,ESVUFR
股票 ,2630,亞航,2018/2/22,上市,航運業,ESVUFR
股票 ,2633,台灣高鐵,2016/10/27,上市,航運業,ESVUFR
股票 ,2634,漢翔,2014/8/25,上市,航運業,ESVUFR
股票 ,2636,台驊控股,2016/12/22,上市,航運業,ESVUFR
股票 ,2637,慧洋-KY,2010/12/1,上市,航運業,ESVUFR
股票 ,2642,宅配通,2013/12/12,上市,航運業,ESVUFR
股票 ,2645,長榮航太,2023/3/14,上市,航運業,ESVUFR
股票 ,2646,星宇航空,2024/10/25,上市,航運業,ESVUFR
股票 ,2701,萬企,1965/3/22,上市,觀光餐旅,ESVUFR
股票 ,2702,華園,1965/2/14,上市,觀光餐旅,ESVUFR
股票 ,2704,國賓,1982/11/10,上市,觀光餐旅,ESVUFR
股票 ,2705,六福,1988/12/24,上市,觀光餐旅,ESVUFR
股票 ,2706,第一店,1991/6/25,上市,觀光餐旅,ESVUFR
股票 ,2707,晶華,1998/3/9,上市,觀光餐旅,ESVUFR
股票 ,2712,遠雄來,2013/12/3,上市,觀光餐旅,ESVUFR
股票 ,2722,夏都,2012/3/14,上市,觀光餐旅,ESVUFR
股票 ,2723,美食-KY,2010/11/22,上市,觀光餐旅,ESVUFR
股票 ,2727,王品,2012/3/6,上市,觀光餐旅,ESVUFR
股票 ,2731,雄獅,2013/9/24,上市,觀光餐旅,ESVUFR
股票 ,2739,寒舍,2016/5/19,上市,觀光餐旅,ESVUFR
股票 ,2748,雲品,2016/11/23,上市,觀光餐旅,ESVUFR
股票 ,2753,八方雲集,2021/9/9,上市,觀光餐旅,ESVUFR
股票 ,2762,世界健身-KY,2024/1/24,上市,運動休閒,ESVUFR
股票 ,2801,彰銀,1962/2/15,上市,金融保險業,ESVUFR
股票 ,2812,台中銀,1984/5/15,上市,金融保險業,ESVUFR
股票 ,2816,旺旺保,1992/5/5,上市,金融保險業,ESVUFR
股票 ,2820,華票,1994/10/26,上市,金融保險業,ESVUFR
股票 ,2832,台產,1997/9/30,上市,金融保險業,ESVUFR
股票 ,2834,臺企銀,1998/1/3,上市,金融保險業,ESVUFR
股票 ,2836,高雄銀,1998/5/18,上市,金融保險業,ESVUFR
股票 ,2838,聯邦銀,1998/6/29,上市,金融保險業,ESVUFR
股票 ,2845,遠東銀,1998/11/27,上市,金融保險業,ESVUFR
股票 ,2849,安泰銀,1999/9/27,上市,金融保險業,ESVUFR
股票 ,2850,新產,2000/5/22,上市,金融保險業,ESVUFR
股票 ,2851,中再保,2000/7/6,上市,金融保險業,ESVUFR
股票 ,2852,第一保,2000/11/28,上市,金融保險業,ESVUFR
股票 ,2855,統一證,2002/9/16,上市,金融保險業,ESVUFR
股票 ,2867,三商壽,2012/12/18,上市,金融保險業,ESVUFR
股票 ,2880,華南金,2001/12/19,上市,金融保險業,ESVUFR
股票 ,2881,富邦金,2001/12/19,上市,金融保險業,ESVUFR
股票 ,2882,國泰金,2001/12/31,上市,金融保險業,ESVUFR
股票 ,2883,凱基金,2001/12/28,上市,金融保險業,ESVUFR
股票 ,2884,玉山金,2002/1/28,上市,金融保險業,ESVUFR
股票 ,2885,元大金,2002/2/4,上市,金融保險業,ESVUFR
股票 ,2886,兆豐金,2002/2/4,上市,金融保險業,ESVUFR
股票 ,2887,台新新光金,2002/2/18,上市,金融保險業,ESVUFR
股票 ,2889,國票金,2002/3/26,上市,金融保險業,ESVUFR
股票 ,2890,永豐金,2002/5/9,上市,金融保險業,ESVUFR
股票 ,2891,中信金,2002/5/17,上市,金融保險業,ESVUFR
股票 ,2892,第一金,2003/1/2,上市,金融保險業,ESVUFR
股票 ,2897,王道銀行,2017/5/5,上市,金融保險業,ESVUFR
股票 ,2901,欣欣,1976/5/7,上市,貿易百貨業,ESVUFR
股票 ,2903,遠百,1978/10/11,上市,貿易百貨業,ESVUFR
股票 ,2904,匯僑,1983/1/5,上市,其他業,ESVUFR
股票 ,2905,三商,1988/9/19,上市,貿易百貨業,ESVUFR
股票 ,2906,高林,1989/12/26,上市,貿易百貨業,ESVUFR
股票 ,2908,特力,1993/2/18,上市,貿易百貨業,ESVUFR
股票 ,2910,統領,1996/12/30,上市,貿易百貨業,ESVUFR
股票 ,2911,麗嬰房,1997/1/18,上市,貿易百貨業,ESVUFR
股票 ,2912,統一超,1997/8/22,上市,貿易百貨業,ESVUFR
股票 ,2913,農林,1962/2/9,上市,貿易百貨業,ESVUFR
股票 ,2915,潤泰全,1977/7/20,上市,貿易百貨業,ESVUFR
股票 ,2923,鼎固-KY,2012/12/7,上市,建材營造業,ESVUFR
股票 ,2929,淘帝-KY,2013/12/30,上市,貿易百貨業,ESVUFR
股票 ,2939,永邑-KY,2018/1/11,上市,貿易百貨業,ESVUFR
股票 ,2945,三商家購,2021/11/30,上市,貿易百貨業,ESVUFR
股票 ,3002,歐格,2002/1/23,上市,電腦及週邊設備業,ESVUFR
股票 ,3003,健和興,2002/2/19,上市,電子零組件業,ESVUFR
股票 ,3004,豐達科,2002/2/25,上市,鋼鐵工業,ESVUFR
股票 ,3005,神基,2002/2/25,上市,電腦及週邊設備業,ESVUFR
股票 ,3006,晶豪科,2002/3/4,上市,半導體業,ESVUFR
股票 ,3008,大立光,2002/3/11,上市,光電業,ESVUFR
股票 ,3010,華立,2002/7/22,上市,電子通路業,ESVUFR
股票 ,3011,今皓,2002/7/22,上市,電子零組件業,ESVUFR
股票 ,3013,晟銘電,2002/9/16,上市,電腦及週邊設備業,ESVUFR
股票 ,3014,聯陽,2002/10/29,上市,半導體業,ESVUFR
股票 ,3015,全漢,2002/10/16,上市,電子零組件業,ESVUFR
股票 ,3016,嘉晶,2002/12/24,上市,半導體業,ESVUFR
股票 ,3017,奇鋐,2002/9/27,上市,電腦及週邊設備業,ESVUFR
股票 ,3018,隆銘綠能,2002/8/26,上市,其他電子業,ESVUFR
股票 ,3019,亞光,2002/8/26,上市,光電業,ESVUFR
股票 ,3021,鴻名,2002/8/26,上市,電子零組件業,ESVUFR
股票 ,3022,威強電,2002/8/26,上市,電腦及週邊設備業,ESVUFR
股票 ,3023,信邦,2002/8/26,上市,電子零組件業,ESVUFR
股票 ,3024,憶聲,2002/8/26,上市,光電業,ESVUFR
股票 ,3025,星通,2002/8/26,上市,通信網路業,ESVUFR
股票 ,3026,禾伸堂,2002/8/26,上市,電子零組件業,ESVUFR
股票 ,3027,盛達,2002/8/26,上市,通信網路業,ESVUFR
股票 ,3028,增你強,2002/8/26,上市,電子通路業,ESVUFR
股票 ,3029,零壹,2002/8/26,上市,資訊服務業,ESVUFR
股票 ,3030,德律,2002/10/29,上市,其他電子業,ESVUFR
股票 ,3031,佰鴻,2002/8/26,上市,光電業,ESVUFR
股票 ,3032,偉訓,2002/8/26,上市,電子零組件業,ESVUFR
股票 ,3033,威健,2002/8/26,上市,電子通路業,ESVUFR
股票 ,3034,聯詠,2002/8/26,上市,半導體業,ESVUFR
股票 ,3035,智原,2002/8/26,上市,半導體業,ESVUFR
股票 ,3036,文曄,2002/8/26,上市,電子通路業,ESVUFR
股票 ,3037,欣興,2002/8/26,上市,電子零組件業,ESVUFR
股票 ,3038,全台,2002/8/26,上市,光電業,ESVUFR
股票 ,3040,遠見,2002/8/26,上市,其他業,ESVUFR
股票 ,3041,揚智,2002/8/26,上市,半導體業,ESVUFR
股票 ,3042,晶技,2002/8/26,上市,電子零組件業,ESVUFR
股票 ,3043,科風,2002/8/26,上市,其他電子業,ESVUFR
股票 ,3044,健鼎,2002/8/26,上市,電子零組件業,ESVUFR
股票 ,3045,台灣大,2002/8/26,上市,通信網路業,ESVUFR
股票 ,3046,建碁,2002/8/26,上市,電腦及週邊設備業,ESVUFR
股票 ,3047,訊舟,2002/8/26,上市,通信網路業,ESVUFR
股票 ,3048,益登,2002/10/1,上市,電子通路業,ESVUFR
股票 ,3049,精金,2002/9/27,上市,光電業,ESVUFR
股票 ,3050,鈺德,2002/10/29,上市,光電業,ESVUFR
股票 ,3051,力特,2002/10/28,上市,光電業,ESVUFR
股票 ,3052,夆典,1995/11/25,上市,建材營造業,ESVUFR
股票 ,3054,立萬利,2002/11/18,上市,食品工業,ESVUFR
股票 ,3055,蔚華科,2002/12/12,上市,電子通路業,ESVUFR
股票 ,3056,富華新,2003/3/3,上市,建材營造業,ESVUFR
股票 ,3057,喬鼎,2002/12/18,上市,電腦及週邊設備業,ESVUFR
股票 ,3058,立德,2002/12/9,上市,電子零組件業,ESVUFR
股票 ,3059,華晶科,2002/12/24,上市,光電業,ESVUFR
股票 ,3060,銘異,2003/4/21,上市,電腦及週邊設備業,ESVUFR
股票 ,3062,建漢,2003/7/28,上市,通信網路業,ESVUFR
股票 ,3090,日電貿,2007/12/31,上市,電子零組件業,ESVUFR
股票 ,3092,鴻碩,2021/5/13,上市,電子零組件業,ESVUFR
股票 ,3094,聯傑,2007/8/6,上市,半導體業,ESVUFR
股票 ,3130,一零四,2006/2/17,上市,數位雲端,ESVUFR
股票 ,3135,凌航,2025/8/6,上市,半導體業,ESVUFR
股票 ,3138,耀登,2020/12/11,上市,通信網路業,ESVUFR
股票 ,3149,正達,2011/11/23,上市,光電業,ESVUFR
股票 ,3164,景岳,2010/3/22,上市,生技醫療業,ESVUFR
股票 ,3167,大量,2013/10/21,上市,電機機械,ESVUFR
股票 ,3168,眾福科,2024/3/26,上市,光電業,ESVUFR
股票 ,3189,景碩,2004/11/1,上市,半導體業,ESVUFR
股票 ,3209,全科,2008/11/26,上市,電子通路業,ESVUFR
股票 ,3229,晟鈦,2009/12/31,上市,電子零組件業,ESVUFR
股票 ,3231,緯創,2003/8/19,上市,電腦及週邊設備業,ESVUFR
股票 ,3257,虹冠電,2011/3/21,上市,半導體業,ESVUFR
股票 ,3266,昇陽,2014/12/24,上市,建材營造業,ESVUFR
股票 ,3296,勝德,2007/12/31,上市,電子零組件業,ESVUFR
股票 ,3305,昇貿,2008/7/10,上市,其他電子業,ESVUFR
股票 ,3308,聯德,2008/3/12,上市,電子零組件業,ESVUFR
股票 ,3311,閎暉,2004/3/8,上市,通信網路業,ESVUFR
股票 ,3312,弘憶股,2010/12/29,上市,電子通路業,ESVUFR
股票 ,3321,同泰,2015/12/15,上市,電子零組件業,ESVUFR
股票 ,3338,泰碩,2013/12/13,上市,電子零組件業,ESVUFR
股票 ,3346,麗清,2016/12/19,上市,汽車工業,ESVUFR
股票 ,3356,奇偶,2005/3/28,上市,光電業,ESVUFR
股票 ,3376,新日興,2007/12/31,上市,電子零組件業,ESVUFR
股票 ,3380,明泰,2004/12/20,上市,通信網路業,ESVUFR
股票 ,3406,玉晶光,2005/12/20,上市,光電業,ESVUFR
股票 ,3413,京鼎,2015/7/28,上市,半導體業,ESVUFR
股票 ,3416,融程電,2015/1/23,上市,電腦及週邊設備業,ESVUFR
股票 ,3419,譁裕,2008/1/21,上市,通信網路業,ESVUFR
股票 ,3432,台端,2010/12/30,上市,電子零組件業,ESVUFR
股票 ,3437,榮創,2014/7/9,上市,光電業,ESVUFR
股票 ,3443,創意,2006/11/3,上市,半導體業,ESVUFR
股票 ,3447,展達,2022/12/15,上市,通信網路業,ESVUFR
股票 ,3450,聯鈞,2006/4/12,上市,半導體業,ESVUFR
股票 ,3454,晶睿,2011/7/22,上市,光電業,ESVUFR
股票 ,3481,群創,2006/10/24,上市,光電業,ESVUFR
股票 ,3494,誠研,2007/12/13,上市,電腦及週邊設備業,ESVUFR
股票 ,3501,維熹,2007/9/20,上市,電子零組件業,ESVUFR
股票 ,3504,揚明光,2007/1/26,上市,光電業,ESVUFR
股票 ,3515,華擎,2007/11/8,上市,電腦及週邊設備業,ESVUFR
股票 ,3518,柏騰,2007/11/28,上市,其他電子業,ESVUFR
股票 ,3528,安馳,2016/5/18,上市,電子通路業,ESVUFR
股票 ,3530,晶相光,2018/7/16,上市,半導體業,ESVUFR
股票 ,3532,台勝科,2007/12/10,上市,半導體業,ESVUFR
股票 ,3533,嘉澤,2007/12/10,上市,電子零組件業,ESVUFR
股票 ,3535,晶彩科,2008/1/31,上市,光電業,ESVUFR
股票 ,3543,州巧,2020/4/15,上市,光電業,ESVUFR
股票 ,3545,敦泰,2007/7/3,上市,半導體業,ESVUFR
股票 ,3550,聯穎,2010/11/10,上市,電子零組件業,ESVUFR
股票 ,3557,嘉威,2008/2/27,上市,居家生活,ESVUFR
股票 ,3563,牧德,2019/4/2,上市,光電業,ESVUFR
股票 ,3576,聯合再生,2009/1/12,上市,光電業,ESVUFR
股票 ,3583,辛耘,2013/3/12,上市,半導體業,ESVUFR
股票 ,3588,通嘉,2009/8/14,上市,半導體業,ESVUFR
股票 ,3591,艾笛森,2010/11/12,上市,光電業,ESVUFR
股票 ,3592,瑞鼎,2022/1/7,上市,半導體業,ESVUFR
股票 ,3593,力銘,2009/3/16,上市,電子零組件業,ESVUFR
股票 ,3596,智易,2009/3/11,上市,通信網路業,ESVUFR
股票 ,3605,宏致,2009/3/26,上市,電子零組件業,ESVUFR
股票 ,3607,谷崧,2009/10/28,上市,電子零組件業,ESVUFR
股票 ,3617,碩天,2009/12/23,上市,其他電子業,ESVUFR
股票 ,3622,洋華,2009/3/25,上市,光電業,ESVUFR
股票 ,3645,達邁,2011/10/5,上市,電子零組件業,ESVUFR
股票 ,3652,精聯,2022/9/21,上市,電腦及週邊設備業,ESVUFR
股票 ,3653,健策,2009/11/18,上市,電子零組件業,ESVUFR
股票 ,3661,世芯-KY,2014/10/28,上市,半導體業,ESVUFR
股票 ,3665,貿聯-KY,2011/4/21,上市,其他電子業,ESVUFR
股票 ,3669,圓展,2011/8/25,上市,通信網路業,ESVUFR
股票 ,3673,TPK-KY,2010/10/29,上市,光電業,ESVTFR
股票 ,3679,新至陞,2011/10/5,上市,電子零組件業,ESVUFR
股票 ,3686,達能,2010/7/20,上市,半導體業,ESVUFR
股票 ,3694,海華,2011/5/3,上市,通信網路業,ESVUFR
股票 ,3701,大眾控,2004/8/30,上市,電腦及週邊設備業,ESVUFR
股票 ,3702,大聯大,2005/11/9,上市,電子通路業,ESVUFR
股票 ,3703,欣陸,2010/4/8,上市,建材營造業,ESVUFR
股票 ,3704,合勤控,2010/8/16,上市,通信網路業,ESVUFR
股票 ,3705,永信,2011/1/3,上市,生技醫療業,ESVUFR
股票 ,3706,神達,2013/9/12,上市,電腦及週邊設備業,ESVUFR
股票 ,3708,上緯投控,2016/8/31,上市,綠能環保,ESVUFR
股票 ,3711,日月光投控,2018/4/30,上市,半導體業,ESVUFR
股票 ,3712,永崴投控,2018/10/1,上市,電腦及週邊設備業,ESVUFR
股票 ,3714,富采,2021/1/6,上市,光電業,ESVUFR
股票 ,3715,定穎投控,2022/8/25,上市,電子零組件業,ESVUFR
股票 ,3716,中化控股,2024/9/2,上市,生技醫療業,ESVUFR
股票 ,3717,聯嘉投控,2018/5/9,上市,汽車工業,ESVUFR
股票 ,4104,佳醫,2007/12/31,上市,生技醫療業,ESVUFR
股票 ,4106,雃博,2004/11/8,上市,生技醫療業,ESVUFR
股票 ,4108,懷特,2008/7/16,上市,生技醫療業,ESVUFR
股票 ,4119,旭富,2004/1/7,上市,生技醫療業,ESVUFR
股票 ,4133,亞諾法,2009/12/28,上市,生技醫療業,ESVUFR
股票 ,4137,麗豐-KY,2013/11/27,上市,生技醫療業,ESVUFR
股票 ,4142,國光生,2012/5/3,上市,生技醫療業,ESVUFR
股票 ,4148,全宇生技-KY,2017/6/8,上市,生技醫療業,ESVUFR
股票 ,4155,訊映,2017/12/5,上市,生技醫療業,ESVUFR
股票 ,4164,承業醫,2012/10/24,上市,生技醫療業,ESVUFR
股票 ,4190,佐登-KY,2015/10/21,上市,生技醫療業,ESVUFR
股票 ,4306,炎洲,2008/1/21,上市,塑膠工業,ESVUFR
股票 ,4414,如興,2004/9/6,上市,紡織纖維,ESVUFR
股票 ,4426,利勤,2011/12/16,上市,紡織纖維,ESVUFR
股票 ,4438,廣越,2016/10/18,上市,紡織纖維,ESVUFR
股票 ,4439,冠星-KY,2019/12/5,上市,紡織纖維,ESVUFR
股票 ,4440,宜新實業,2021/10/25,上市,紡織纖維,ESVUFR
股票 ,4441,振大環球,2025/9/9,上市,紡織纖維,ESVUFR
股票 ,4526,東台,2003/9/15,上市,電機機械,ESVUFR
股票 ,4532,瑞智,2003/8/4,上市,電機機械,ESVUFR
股票 ,4536,拓凱,2013/10/9,上市,運動休閒,ESVUFR
股票 ,4540,全球傳動,2018/8/15,上市,電機機械,ESVUFR
股票 ,4545,銘鈺,2016/1/6,上市,電子零組件業,ESVUFR
股票 ,4551,智伸科,2015/8/10,上市,汽車工業,ESVUFR
股票 ,4552,力達-KY,2016/7/20,上市,電機機械,ESVUFR
股票 ,4555,氣立,2015/10/27,上市,電機機械,ESVUFR
股票 ,4557,永新-KY,2015/10/12,上市,汽車工業,ESVUFR
股票 ,4560,強信-KY,2017/5/26,上市,電機機械,ESVUFR
股票 ,4562,穎漢,2017/8/21,上市,電機機械,ESVUFR
股票 ,4564,元翎,2019/3/7,上市,電機機械,ESVUFR
股票 ,4566,時碩工業,2018/2/5,上市,電機機械,ESVUFR
股票 ,4569,六方科-KY,2023/7/31,上市,汽車工業,ESVUFR
股票 ,4571,鈞興-KY,2019/9/17,上市,電機機械,ESVUFR
股票 ,4572,駐龍,2019/9/10,上市,電機機械,ESVUFR
股票 ,4576,大銀微系統,2019/9/4,上市,電機機械,ESVUFR
股票 ,4581,光隆精密-KY,2020/3/9,上市,汽車工業,ESVUFR
股票 ,4583,台灣精銳,2022/5/9,上市,電機機械,ESVUFR
股票 ,4585,達明,2025/9/26,上市,其他電子業,ESVUFR
股票 ,4588,玖鼎電力,2024/1/29,上市,其他電子業,ESVUFR
股票 ,4720,德淵,2015/6/24,上市,化學工業,ESVUFR
股票 ,4722,國精化,2012/8/15,上市,化學工業,ESVUFR
股票 ,4736,泰博,2023/12/22,上市,生技醫療業,ESVUFR
股票 ,4737,華廣,2010/12/23,上市,生技醫療業,ESVUFR
股票 ,4739,康普,2017/9/8,上市,化學工業,ESVUFR
股票 ,4746,台耀,2011/3/1,上市,生技醫療業,ESVUFR
股票 ,4755,三福化,2013/11/27,上市,化學工業,ESVUFR
股票 ,4763,材料*-KY,2015/11/9,上市,化學工業,ESVUFR
股票 ,4764,雙鍵,2018/1/4,上市,化學工業,ESVUFR
股票 ,4766,南寶,2018/11/28,上市,化學工業,ESVUFR
股票 ,4770,上品,2021/12/22,上市,化學工業,ESVUFR
股票 ,4771,望隼,2024/3/18,上市,生技醫療業,ESVUFR
股票 ,4807,日成-KY,2017/6/26,上市,貿易百貨業,ESVUFR
股票 ,4904,遠傳,2005/8/24,上市,通信網路業,ESVUFR
股票 ,4906,正文,2003/6/30,上市,通信網路業,ESVUFR
股票 ,4912,聯德控股-KY,2015/5/21,上市,電子零組件業,ESVUFR
股票 ,4915,致伸,2012/10/5,上市,電子零組件業,ESVUFR
股票 ,4916,事欣科,2013/11/21,上市,電腦及週邊設備業,ESVUFR
股票 ,4919,新唐,2010/9/27,上市,半導體業,ESVUFR
股票 ,4927,泰鼎-KY,2015/9/8,上市,電子零組件業,ESVUFR
股票 ,4930,燦星網,2010/6/21,上市,電器電纜,ESVUFR
股票 ,4934,太極,2010/3/10,上市,光電業,ESVUFR
股票 ,4935,茂林-KY,2011/7/28,上市,光電業,ESVUFR
股票 ,4938,和碩,2010/6/24,上市,電腦及週邊設備業,ESVUFR
股票 ,4942,嘉彰,2011/6/27,上市,光電業,ESVUFR
股票 ,4943,康控-KY,2016/11/11,上市,電子零組件業,ESVUFR
股票 ,4949,有成精密,2024/5/9,上市,光電業,ESVUFR
股票 ,4952,凌通,2011/11/1,上市,半導體業,ESVUFR
股票 ,4956,光鋐,2011/10/24,上市,光電業,ESVUFR
股票 ,4958,臻鼎-KY,2011/12/26,上市,電子零組件業,ESVUFR
股票 ,4960,誠美材,2011/10/24,上市,光電業,ESVUFR
股票 ,4961,天鈺,2018/10/17,上市,半導體業,ESVUFR
股票 ,4967,十銓,2019/1/14,上市,半導體業,ESVUFR
股票 ,4968,立積,2015/11/13,上市,半導體業,ESVUFR
股票 ,4976,佳凌,2012/11/20,上市,光電業,ESVUFR
股票 ,4977,眾達-KY,2013/11/20,上市,通信網路業,ESVUFR
股票 ,4989,榮科,2018/6/28,上市,電子零組件業,ESVUFR
股票 ,4994,傳奇,2013/12/25,上市,資訊服務業,ESVUFR
股票 ,4999,鑫禾,2013/6/3,上市,電子零組件業,ESVUFR
股票 ,5007,三星,2011/9/16,上市,鋼鐵工業,ESVUFR
股票 ,5203,訊連,2004/9/27,上市,資訊服務業,ESVUFR
股票 ,5215,科嘉-KY,2011/12/26,上市,電腦及週邊設備業,ESVUFR
股票 ,5222,全訊,2021/10/25,上市,半導體業,ESVUFR
股票 ,5225,東科-KY,2012/11/5,上市,其他電子業,ESVUFR
股票 ,5234,達興材料,2012/7/16,上市,光電業,ESVUFR
股票 ,5243,乙盛-KY,2013/11/25,上市,光電業,ESVUFR
股票 ,5244,弘凱,2022/1/19,上市,光電業,ESVUFR
股票 ,5258,虹堡,2016/12/30,上市,電腦及週邊設備業,ESVUFR
股票 ,5269,祥碩,2012/12/12,上市,半導體業,ESVUFR
股票 ,5283,禾聯碩,2019/5/24,上市,電器電纜,ESVUFR
股票 ,5284,jpp-KY,2017/3/9,上市,其他業,ESVUFR
股票 ,5285,界霖,2014/2/25,上市,半導體業,ESVUFR
股票 ,5288,豐祥-KY,2014/9/25,上市,電機機械,ESVUFR
股票 ,5292,華懋,2020/1/7,上市,綠能環保,ESVUFR
股票 ,5306,桂盟,2022/3/8,上市,運動休閒,ESVUFR
股票 ,5388,中磊,2007/12/3,上市,通信網路業,ESVUFR
股票 ,5434,崇越,2003/8/25,上市,電子通路業,ESVUFR
股票 ,5469,瀚宇博,2003/8/25,上市,電子零組件業,ESVUFR
股票 ,5471,松翰,2003/8/25,上市,半導體業,ESVUFR
股票 ,5484,慧友,2003/8/25,上市,光電業,ESVUFR
股票 ,5515,建國,2003/10/6,上市,建材營造業,ESVUFR
股票 ,5519,隆大,2014/2/10,上市,建材營造業,ESVUFR
股票 ,5521,工信,2012/12/18,上市,建材營造業,ESVUFR
股票 ,5522,遠雄,2007/8/6,上市,建材營造業,ESVUFR
股票 ,5525,順天,2004/11/26,上市,建材營造業,ESVUFR
股票 ,5531,鄉林,2005/1/31,上市,建材營造業,ESVUFR
股票 ,5533,皇鼎,2008/4/30,上市,建材營造業,ESVUFR
股票 ,5534,長虹,2004/5/24,上市,建材營造業,ESVUFR
股票 ,5538,東明-KY,2013/12/16,上市,鋼鐵工業,ESVUFR
股票 ,5546,永固-KY,2020/5/20,上市,建材營造業,ESVUFR
股票 ,5607,遠雄港,2004/12/2,上市,航運業,ESVUFR
股票 ,5608,四維航,2003/8/25,上市,航運業,ESVUFR
股票 ,5706,鳳凰,2011/10/21,上市,觀光餐旅,ESVUFR
股票 ,5871,中租-KY,2011/12/13,上市,其他業,ESVUFR
股票 ,5876,上海商銀,2018/10/19,上市,金融保險業,ESVUFR
股票 ,5880,合庫金,2011/12/1,上市,金融保險業,ESVUFR
股票 ,5906,台南-KY,2011/10/24,上市,貿易百貨業,ESVUFR
股票 ,5907,大洋-KY,2012/6/6,上市,貿易百貨業,ESVUFR
股票 ,6005,群益證,2005/11/21,上市,金融保險業,ESVUFR
股票 ,6024,群益期,2017/10/16,上市,金融保險業,ESVUFR
股票 ,6108,競國,2008/12/30,上市,電子零組件業,ESVUFR
股票 ,6112,邁達特,2003/8/4,上市,資訊服務業,ESVUFR
股票 ,6115,鎰勝,2004/7/19,上市,電子零組件業,ESVUFR
股票 ,6116,彩晶,2004/9/6,上市,光電業,ESVUFR
股票 ,6117,迎廣,2003/8/25,上市,電腦及週邊設備業,ESVUFR
股票 ,6120,達運,2006/9/13,上市,光電業,ESVUFR
股票 ,6128,上福,2003/6/16,上市,電腦及週邊設備業,ESVUFR
股票 ,6133,金橋,2003/8/15,上市,電子零組件業,ESVUFR
