類型,公司代號 ,公司名稱 ,上市日,市場別,產業別,CFICode
股票 ,6136,富爾特,2003/8/25,上市,通信網路業,ESVUFR
股票 ,6139,亞翔,2003/8/25,上市,其他電子業,ESVUFR
股票 ,6141,柏承,2003/10/22,上市,電子零組件業,ESVUFR
股票 ,6142,友勁,2003/8/4,上市,通信網路業,ESVUFR
股票 ,6152,百一,2009/12/8,上市,通信網路業,ESVUFR
股票 ,6153,嘉聯益,2008/1/21,上市,電子零組件業,ESVUFR
股票 ,6155,鈞寶,2006/8/18,上市,電子零組件業,ESVUFR
股票 ,6164,華興,2008/10/21,上市,光電業,ESVUFR
股票 ,6165,浪凡,2003/8/4,上市,數位雲端,ESVUFR
股票 ,6166,凌華,2004/11/8,上市,電腦及週邊設備業,ESVUFR
股票 ,6168,宏齊,2003/8/25,上市,光電業,ESVUFR
股票 ,6176,瑞儀,2007/5/15,上市,光電業,ESVUFR
股票 ,6177,達麗,2013/8/1,上市,建材營造業,ESVUFR
股票 ,6183,關貿,2011/12/1,上市,資訊服務業,ESVUFR
股票 ,6184,大豐電,2005/2/15,上市,其他業,ESVUFR
股票 ,6189,豐藝,2004/5/24,上市,電子通路業,ESVUFR
股票 ,6191,精成科,2007/10/19,上市,電子零組件業,ESVUFR
股票 ,6192,巨路,2004/9/27,上市,其他電子業,ESVUFR
股票 ,6196,帆宣,2004/5/24,上市,其他電子業,ESVUFR
股票 ,6197,佳必琪,2004/11/8,上市,電子零組件業,ESVUFR
股票 ,6201,亞弘電,2004/9/27,上市,其他電子業,ESVUFR
股票 ,6202,盛群,2004/9/27,上市,半導體業,ESVUFR
股票 ,6205,詮欣,2008/1/21,上市,電子零組件業,ESVUFR
股票 ,6206,飛捷,2004/8/3,上市,電腦及週邊設備業,ESVUFR
股票 ,6209,今國光,2004/11/8,上市,光電業,ESVUFR
股票 ,6213,聯茂,2008/1/21,上市,電子零組件業,ESVUFR
股票 ,6214,精誠,2010/12/30,上市,資訊服務業,ESVUFR
股票 ,6215,和椿,2007/12/31,上市,其他電子業,ESVUFR
股票 ,6216,居易,2004/9/27,上市,通信網路業,ESVUFR
股票 ,6224,聚鼎,2009/9/17,上市,電子零組件業,ESVUFR
股票 ,6225,天瀚,2004/9/27,上市,光電業,ESVUFR
股票 ,6226,光鼎,2008/11/10,上市,光電業,ESVUFR
股票 ,6230,尼得科超眾,2010/9/16,上市,電腦及週邊設備業,ESVUFR
股票 ,6235,華孚,2004/8/23,上市,電腦及週邊設備業,ESVUFR
股票 ,6239,力成,2004/11/8,上市,半導體業,ESVUFR
股票 ,6243,迅杰,2009/12/17,上市,半導體業,ESVUFR
股票 ,6257,矽格,2003/8/25,上市,半導體業,ESVUFR
股票 ,6269,台郡,2003/9/23,上市,電子零組件業,ESVUFR
股票 ,6271,同欣電,2007/11/16,上市,半導體業,ESVUFR
股票 ,6277,宏正,2003/10/30,上市,電腦及週邊設備業,ESVUFR
股票 ,6278,台表科,2010/8/24,上市,光電業,ESVUFR
股票 ,6281,全國電,2005/12/8,上市,電子通路業,ESVUFR
股票 ,6282,康舒,2003/9/8,上市,電子零組件業,ESVUFR
股票 ,6283,淳安,2008/1/21,上市,其他電子業,ESVUFR
股票 ,6285,啟碁,2003/9/22,上市,通信網路業,ESVUFR
股票 ,6405,悅城,2013/11/28,上市,光電業,ESVUFR
股票 ,6409,旭隼,2014/3/31,上市,其他電子業,ESVUFR
股票 ,6412,群電,2013/11/8,上市,電子零組件業,ESVUFR
股票 ,6414,樺漢,2014/3/28,上市,電腦及週邊設備業,ESVUFR
股票 ,6415,矽力*-KY,2013/12/12,上市,半導體業,ESVUFR
股票 ,6416,瑞祺電通,2018/4/16,上市,通信網路業,ESVUFR
股票 ,6426,統新,2021/3/24,上市,通信網路業,ESVUFR
股票 ,6431,光麗-KY,2014/12/4,上市,生技醫療業,ESVUFR
股票 ,6438,迅得,2021/1/19,上市,其他電子業,ESVUFR
股票 ,6442,光聖,2015/7/14,上市,通信網路業,ESVUFR
股票 ,6443,元晶,2015/10/1,上市,光電業,ESVUFR
股票 ,6446,藥華藥,2024/1/25,上市,生技醫療業,ESVUFR
股票 ,6449,鈺邦,2014/12/9,上市,電子零組件業,ESVUFR
股票 ,6451,訊芯-KY,2015/1/26,上市,半導體業,ESVUFR
股票 ,6456,GIS-KY,2015/6/12,上市,光電業,ESVUFR
股票 ,6464,台數科,2015/12/16,上市,其他業,ESVUFR
股票 ,6472,保瑞,2023/12/19,上市,生技醫療業,ESVUFR
股票 ,6477,安集,2016/6/21,上市,光電業,ESVUFR
股票 ,6491,晶碩,2019/10/7,上市,生技醫療業,ESVUFR
股票 ,6504,南六,2013/5/7,上市,其他業,ESVUFR
股票 ,6505,台塑化,2003/12/26,上市,油電燃氣業,ESVUFR
股票 ,6515,穎崴,2021/1/20,上市,半導體業,ESVUFR
股票 ,6525,捷敏-KY,2016/4/12,上市,半導體業,ESVUFR
股票 ,6526,達發,2023/10/19,上市,半導體業,ESVUFR
股票 ,6531,愛普*,2016/5/31,上市,半導體業,ESVUFR
股票 ,6533,晶心科,2017/3/14,上市,半導體業,ESVUFR
股票 ,6541,泰福-KY,2017/10/26,上市,生技醫療業,ESVUFR
股票 ,6550,北極星藥業-KY,2022/6/6,上市,生技醫療業,ESVUFR
股票 ,6552,易華電,2017/1/10,上市,半導體業,ESVUFR
股票 ,6558,興能高,2018/12/5,上市,其他電子業,ESVUFR
股票 ,6573,虹揚-KY,2017/9/26,上市,半導體業,ESVUFR
股票 ,6579,研揚,2017/8/21,上市,電腦及週邊設備業,ESVUFR
股票 ,6581,鋼聯,2018/1/30,上市,綠能環保,ESVUFR
股票 ,6582,申豐,2017/6/14,上市,橡膠工業,ESVUFR
股票 ,6585,鼎基,2022/5/20,上市,其他業,ESVUFR
股票 ,6589,台康生技,2025/7/21,上市,生技醫療業,ESVUFR
股票 ,6591,動力-KY,2017/12/28,上市,電腦及週邊設備業,ESVUFR
股票 ,6592,和潤企業,2019/12/9,上市,其他業,ESVUFR
股票 ,6598,ABC-KY,2020/6/9,上市,生技醫療業,ESVUFR
股票 ,6605,帝寶,2004/3/17,上市,汽車工業,ESVUFR
股票 ,6606,建德工業,2023/3/24,上市,電機機械,ESVUFR
股票 ,6614,資拓宏宇,2025/11/25,上市,數位雲端,ESVUFR
股票 ,6625,必應,2018/2/7,上市,其他業,ESVUFR
股票 ,6641,基士德-KY,2018/9/21,上市,綠能環保,ESVUFR
股票 ,6655,科定,2018/11/28,上市,其他業,ESVUFR
股票 ,6657,華安,2023/6/12,上市,生技醫療業,ESVUFR
股票 ,6658,聯策,2023/11/2,上市,其他電子業,ESVUFR
股票 ,6666,羅麗芬-KY,2018/11/19,上市,生技醫療業,ESVUFR
股票 ,6668,中揚光,2018/12/12,上市,光電業,ESVUFR
股票 ,6669,緯穎,2019/3/27,上市,電腦及週邊設備業,ESVUFR
股票 ,6670,復盛應用,2018/12/18,上市,運動休閒,ESVUFR
股票 ,6671,三能-KY,2018/12/11,上市,居家生活,ESVUFR
股票 ,6672,騰輝電子-KY,2019/4/17,上市,電子零組件業,ESVUFR
股票 ,6674,鋐寶科技,2018/11/28,上市,通信網路業,ESVUFR
股票 ,6689,伊雲谷,2022/9/13,上市,數位雲端,ESVUFR
股票 ,6691,洋基工程,2022/1/3,上市,其他電子業,ESVUFR
股票 ,6695,芯鼎,2022/11/4,上市,半導體業,ESVUFR
股票 ,6698,旭暉應材,2019/11/25,上市,其他電子業,ESVUFR
股票 ,6706,惠特,2019/12/19,上市,光電業,ESVUFR
股票 ,6715,嘉基,2019/12/12,上市,電子零組件業,ESVUFR
股票 ,6719,力智,2022/1/13,上市,半導體業,ESVUFR
股票 ,6742,澤米,2023/12/5,上市,光電業,ESVUFR
股票 ,6743,安普新,2020/12/14,上市,其他電子業,ESVUFR
股票 ,6753,龍德造船,2023/3/10,上市,航運業,ESVUFR
股票 ,6754,匯僑設計,2020/8/25,上市,居家生活,ESVUFR
股票 ,6756,威鋒電子,2020/12/24,上市,半導體業,ESVUFR
股票 ,6757,台灣虎航,2024/11/29,上市,航運業,ESVUFR
股票 ,6768,志強-KY,2021/4/22,上市,運動休閒,ESVUFR
股票 ,6770,力積電,2021/12/6,上市,半導體業,ESVUFR
股票 ,6776,展碁國際,2021/3/31,上市,電子通路業,ESVUFR
股票 ,6781,AES-KY,2021/3/22,上市,電子零組件業,ESVUFR
股票 ,6782,視陽,2022/11/28,上市,生技醫療業,ESVUFR
股票 ,6789,采鈺,2022/6/30,上市,半導體業,ESVUFR
股票 ,6790,永豐實,2021/9/29,上市,造紙工業,ESVUFR
股票 ,6792,詠業,2021/12/8,上市,通信網路業,ESVUFR
股票 ,6794,向榮生技,2025/10/16,上市,生技醫療業,ESVUFR
股票 ,6796,晉弘,2022/6/1,上市,生技醫療業,ESVUFR
股票 ,6799,來頡,2022/5/12,上市,半導體業,ESVUFR
股票 ,6805,富世達,2023/11/9,上市,電子零組件業,ESVUFR
股票 ,6806,森崴能源,2021/11/15,上市,綠能環保,ESVUFR
股票 ,6807,峰源-KY,2022/4/25,上市,居家生活,ESVUFR
股票 ,6830,汎銓,2022/8/31,上市,其他電子業,ESVUFR
股票 ,6831,邁科,2025/11/25,上市,電腦及週邊設備業,ESVUFR
股票 ,6834,天二科技,2022/9/1,上市,電子零組件業,ESVUFR
股票 ,6835,圓裕,2022/11/10,上市,電子零組件業,ESVUFR
股票 ,6838,台新藥,2024/8/13,上市,生技醫療業,ESVUFR
股票 ,6861,睿生光電,2023/3/27,上市,生技醫療業,ESVUFR
股票 ,6862,三集瑞-KY,2024/10/23,上市,電子零組件業,ESVUFR
股票 ,6863,永道-KY,2023/3/21,上市,通信網路業,ESVUFR
股票 ,6869,雲豹能源,2024/6/19,上市,綠能環保,ESVUFR
股票 ,6873,泓德能源,2024/9/26,上市,綠能環保,ESVUFR
股票 ,6885,全福生技,2024/12/16,上市,生技醫療業,ESVUFR
股票 ,6887,寶綠特-KY,2025/3/10,上市,綠能環保,ESVUFR
股票 ,6890,來億-KY,2024/6/12,上市,運動休閒,ESVUFR
股票 ,6901,鑽石投資,2023/9/19,上市,其他業,ESVUFR
股票 ,6902,GOGOLOOK,2025/5/16,上市,數位雲端,ESVUFR
股票 ,6906,現觀科,2024/1/15,上市,數位雲端,ESVUFR
股票 ,6909,創控,2025/5/21,上市,半導體業,ESVUFR
股票 ,6914,阜爾運通,2024/5/3,上市,其他業,ESVUFR
股票 ,6916,華凌,2023/12/5,上市,光電業,ESVUFR
股票 ,6918,愛派司,2025/6/10,上市,生技醫療業,ESVUFR
股票 ,6919,康霈*,2024/10/2,上市,生技醫療業,ESVUFR
股票 ,6923,中台,2024/9/25,上市,綠能環保,ESVUFR
股票 ,6928,攸泰科技,2024/5/16,上市,電腦及週邊設備業,ESVUFR
股票 ,6931,青松健康,2025/1/15,上市,生技醫療業,ESVUFR
股票 ,6933,AMAX-KY,2023/11/8,上市,電腦及週邊設備業,ESVUFR
股票 ,6936,永鴻生技,2025/4/28,上市,生技醫療業,ESVUFR
股票 ,6937,天虹,2023/12/12,上市,半導體業,ESVUFR
股票 ,6944,兆聯實業,2025/5/28,上市,綠能環保,ESVUFR
股票 ,6952,大武山,2024/6/13,上市,其他業,ESVUFR
股票 ,6957,裕慶-KY,2024/6/25,上市,其他業,ESVUFR
股票 ,6958,日盛台駿,2024/8/20,上市,其他業,ESVUFR
股票 ,6962,奕力-KY,2024/11/26,上市,半導體業,ESVUFR
股票 ,6965,中傑-KY,2025/3/7,上市,運動休閒,ESVUFR
股票 ,6994,富威電力,2025/1/15,上市,綠能環保,ESVUFR
股票 ,7705,三商餐飲,2024/11/26,上市,觀光餐旅,ESVUFR
股票 ,7711,永擎,2025/11/19,上市,電腦及週邊設備業,ESVUFR
股票 ,7721,微程式,2025/7/29,上市,數位雲端,ESVUFR
股票 ,7722,LINEPAY,2024/12/5,上市,數位雲端,ESVUFR
股票 ,7732,金興精密,2025/1/14,上市,汽車工業,ESVUFR
股票 ,7736,虎山,2025/3/18,上市,汽車工業,ESVUFR
股票 ,7749,意騰-KY,2025/6/13,上市,半導體業,ESVUFR
股票 ,7750,新代,2025/9/17,上市,電機機械,ESVUFR
股票 ,7765,中華資安,2025/9/8,上市,數位雲端,ESVUFR
股票 ,7769,鴻勁,2025/11/27,上市,半導體業,ESVUFR
股票 ,7780,大研生醫,2025/9/9,上市,食品工業,ESVUFR
股票 ,7786,東方風能,2025/11/18,上市,綠能環保,ESVUFR
股票 ,7788,松川精密,2025/10/16,上市,電子零組件業,ESVUFR
股票 ,7791,皇家可口,2025/10/28,上市,食品工業,ESVUFR
股票 ,7799,禾榮科,2025/9/15,上市,生技醫療業,ESVUFR
股票 ,8011,台通,2011/9/19,上市,通信網路業,ESVUFR
股票 ,8016,矽創,2003/12/25,上市,半導體業,ESVUFR
股票 ,8021,尖點,2008/1/21,上市,其他電子業,ESVUFR
股票 ,8028,昇陽半導體,2018/7/10,上市,半導體業,ESVUFR
股票 ,8033,雷虎,2007/6/21,上市,其他業,ESVUFR
股票 ,8039,台虹,2009/12/17,上市,電子零組件業,ESVUFR
股票 ,8045,達運光電,2024/12/11,上市,通信網路業,ESVUFR
股票 ,8046,南電,2006/4/7,上市,電子零組件業,ESVUFR
股票 ,8070,長華*,2007/12/31,上市,電子通路業,ESVUFR
股票 ,8072,陞泰,2005/8/19,上市,電子通路業,ESVUFR
股票 ,8081,致新,2008/12/30,上市,半導體業,ESVUFR
股票 ,8101,華冠,2004/7/1,上市,通信網路業,ESVUFR
股票 ,8103,瀚荃,2009/9/29,上市,電子零組件業,ESVUFR
股票 ,8104,錸寶,2019/1/17,上市,光電業,ESVUFR
股票 ,8105,凌巨,2006/12/27,上市,光電業,ESVUFR
股票 ,8110,華東,2007/10/31,上市,半導體業,ESVUFR
股票 ,8112,至上,2007/12/31,上市,電子通路業,ESVUFR
股票 ,8114,振樺電,2012/11/26,上市,電腦及週邊設備業,ESVUFR
股票 ,8131,福懋科,2007/11/29,上市,半導體業,ESVUFR
股票 ,8150,南茂,2014/4/11,上市,半導體業,ESVUFR
股票 ,8163,達方,2007/11/28,上市,電腦及週邊設備業,ESVUFR
股票 ,8201,無敵,2007/10/29,上市,其他電子業,ESVUFR
股票 ,8210,勤誠,2011/12/1,上市,電腦及週邊設備業,ESVUFR
股票 ,8213,志超,2009/12/25,上市,電子零組件業,ESVUFR
股票 ,8215,明基材,2010/11/12,上市,光電業,ESVUFR
股票 ,8222,寶一,2015/1/27,上市,電機機械,ESVUFR
股票 ,8249,菱光,2005/5/17,上市,電子零組件業,ESVUFR
股票 ,8261,富鼎,2009/12/11,上市,半導體業,ESVUFR
股票 ,8271,宇瞻,2010/12/29,上市,半導體業,ESVUFR
股票 ,8341,日友,2015/3/23,上市,綠能環保,ESVUFR
股票 ,8367,建新國際,2018/9/12,上市,航運業,ESVUFR
股票 ,8374,羅昇,2008/12/25,上市,電機機械,ESVUFR
股票 ,8404,百和興業-KY,2011/5/18,上市,其他業,ESVUFR
股票 ,8411,福貞-KY,2011/11/1,上市,其他業,ESVUFR
股票 ,8422,可寧衛*,2011/10/5,上市,綠能環保,ESVUFR
股票 ,8429,金麗-KY,2012/12/20,上市,貿易百貨業,ESVUFR
股票 ,8438,昶昕,2022/3/11,上市,綠能環保,ESVUFR
股票 ,8442,威宏-KY,2016/11/8,上市,其他業,ESVUFR
股票 ,8443,阿瘦,2014/9/15,上市,貿易百貨業,ESVUFR
股票 ,8454,富邦媒,2014/12/19,上市,數位雲端,ESVUFR
股票 ,8462,柏文,2019/3/15,上市,運動休閒,ESVUFR
股票 ,8463,潤泰材,2015/7/13,上市,其他業,ESVUFR
股票 ,8464,億豐,2015/12/22,上市,居家生活,ESVUFR
股票 ,8466,美吉吉-KY,2016/11/1,上市,其他業,ESVUFR
股票 ,8467,波力-KY,2015/12/15,上市,運動休閒,ESVUFR
股票 ,8473,山林水,2016/9/8,上市,綠能環保,ESVUFR
股票 ,8476,台境*,2023/10/31,上市,綠能環保,ESVUFR
股票 ,8478,東哥遊艇,2017/12/11,上市,運動休閒,ESVUFR
股票 ,8481,政伸,2017/2/24,上市,其他業,ESVUFR
股票 ,8482,商億-KY,2018/8/15,上市,居家生活,ESVUFR
股票 ,8488,吉源-KY,2016/12/13,上市,其他業,ESVUFR
股票 ,8499,鼎炫-KY,2017/11/24,上市,其他電子業,ESVUFR
股票 ,8926,台汽電,2003/8/25,上市,油電燃氣業,ESVUFR
股票 ,8940,新天地,2009/5/15,上市,觀光餐旅,ESVUFR
股票 ,8996,高力,2014/2/14,上市,電機機械,ESVUFR
股票 ,9802,鈺齊-KY,2012/10/18,上市,運動休閒,ESVUFR
股票 ,9902,台火,1964/7/14,上市,其他業,ESVUFR
股票 ,9904,寶成,1990/1/19,上市,運動休閒,ESVUFR
股票 ,9905,大華,1990/8/8,上市,其他業,ESVUFR
股票 ,9906,欣巴巴,1990/12/15,上市,建材營造業,ESVUFR
股票 ,9907,統一實,1991/1/29,上市,其他業,ESVUFR
股票 ,9908,大台北,1991/2/6,上市,油電燃氣業,ESVUFR
股票 ,9910,豐泰,1992/2/18,上市,運動休閒,ESVUFR
股票 ,9911,櫻花,1992/7/16,上市,居家生活,ESVUFR
股票 ,9912,偉聯,1992/8/8,上市,電腦及週邊設備業,ESVUFR
股票 ,9914,美利達,1992/9/30,上市,運動休閒,ESVUFR
股票 ,9917,中保科,1993/12/8,上市,其他業,ESVUFR
股票 ,9918,欣天然,1994/4/26,上市,油電燃氣業,ESVUFR
股票 ,9919,康那香,1994/11/4,上市,其他業,ESVUFR
股票 ,9921,巨大,1994/12/29,上市,運動休閒,ESVUFR
股票 ,9924,福興,1995/3/15,上市,居家生活,ESVUFR
股票 ,9925,新保,1995/12/9,上市,其他業,ESVUFR
股票 ,9926,新海,1998/4/8,上市,油電燃氣業,ESVUFR
股票 ,9927,泰銘,1999/3/12,上市,其他業,ESVUFR
股票 ,9928,中視,1999/8/9,上市,其他業,ESVUFR
股票 ,9929,秋雨,1999/6/28,上市,其他業,ESVUFR
股票 ,9930,中聯資源,1999/11/22,上市,綠能環保,ESVUFR
股票 ,9931,欣高,2000/3/21,上市,油電燃氣業,ESVUFR
股票 ,9933,中鼎,1993/5/28,上市,其他業,ESVUFR
股票 ,9934,成霖,2000/9/11,上市,居家生活,ESVUFR
股票 ,9935,慶豐富,2000/9/11,上市,居家生活,ESVUFR
股票 ,9937,全國,2000/9/11,上市,油電燃氣業,ESVUFR
股票 ,9938,百和,2001/1/12,上市,其他業,ESVUFR
股票 ,9939,宏全,2001/3/2,上市,其他業,ESVUFR
股票 ,9940,信義,2001/9/17,上市,其他業,ESVUFR
股票 ,9941,裕融,2001/9/17,上市,其他業,ESVUFR
股票 ,9942,茂順,2002/1/28,上市,其他業,ESVUFR
股票 ,9943,好樂迪,2002/8/26,上市,觀光餐旅,ESVUFR
股票 ,9944,新麗,2002/8/26,上市,其他業,ESVUFR
股票 ,9945,潤泰新,1992/4/30,上市,其他業,ESVUFR
股票 ,9946,三發地產,2013/9/17,上市,建材營造業,ESVUFR
股票 ,9955,佳龍,2008/1/21,上市,綠能環保,ESVUFR
股票 ,9958,世紀鋼,2008/3/12,上市,鋼鐵工業,ESVUFR
ETF,0050,元大台灣50,2003/6/30,上市,,CEOGEU
ETF,0051,元大中型100,2006/8/31,上市,,CEOGEU
ETF,0052,富邦科技,2006/9/12,上市,,CEOGEU
ETF,0053,元大電子,2007/7/16,上市,,CEOGEU
ETF,0055,元大MSCI金融,2007/7/16,上市,,CEOGEU
ETF,0056,元大高股息,2007/12/26,上市,,CEOGEU
ETF,0057,富邦摩台,2008/2/27,上市,,CEOGEU
ETF,0061,元大寶滬深,2009/8/17,上市,,CEOGEU
ETF,006203,元大MSCI台灣,2011/5/12,上市,,CEOGEU
ETF,006204,永豐臺灣加權,2011/9/28,上市,,CEOGEU
ETF,006205,富邦上証,2011/9/26,上市,,CEOGEU
ETF,006206,元大上證50,2012/5/11,上市,,CEOGEU
ETF,006207,復華滬深,2012/6/22,上市,,CEOGEU
ETF,006208,富邦台50,2012/7/17,上市,,CEOGEU
ETF,00625K,富邦上証+R,2016/8/8,上市,,CEOGEU
ETF,00631L,元大台灣50正2,2014/10/31,上市,,CEOGDU
ETF,00632R,元大台灣50反1,2014/10/31,上市,,CEOGDU
ETF,00633L,富邦上証正2,2014/11/25,上市,,CEOGDU
ETF,00634R,富邦上証反1,2014/11/25,上市,,CEOGDU
ETF,00635U,期元大S&P黃金,2015/4/15,上市,,CEOGDU
ETF,00636,國泰中國A50,2015/4/1,上市,,CEOGEU
ETF,00636K,國泰中國A50+U,2017/10/24,上市,,CEOGEU
ETF,00637L,元大滬深300正2,2015/5/18,上市,,CEOGDU
ETF,00638R,元大滬深300反1,2015/5/18,上市,,CEOGDU
ETF,00639,富邦深100,2015/6/9,上市,,CEOGEU
ETF,00640L,富邦日本正2,2015/9/10,上市,,CEOGDU
ETF,00641R,富邦日本反1,2015/9/10,上市,,CEOGDU
ETF,00642U,期元大S&P石油,2015/9/7,上市,,CEOGDU
ETF,00643,群益深証中小,2015/12/2,上市,,CEOGEU
ETF,00643K,群益深証中小+R,2016/8/26,上市,,CEOGEU
ETF,00645,富邦日本,2015/11/6,上市,,CEOGEU
ETF,00646,元大S&P500,2015/12/14,上市,,CEOGEU
ETF,00647L,元大S&P500正2,2015/12/14,上市,,CEOGDU
ETF,00648R,元大S&P500反1,2015/12/14,上市,,CEOGDU
ETF,00650L,復華香港正2,2016/1/27,上市,,CEOGDU
ETF,00651R,復華香港反1,2016/1/27,上市,,CEOGDU
ETF,00652,富邦印度,2016/3/29,上市,,CEOGEU
ETF,00653L,富邦印度正2,2016/3/29,上市,,CEOGEU
ETF,00654R,富邦印度反1,2016/3/29,上市,,CEOGEU
ETF,00655L,國泰中國A50正2,2016/3/18,上市,,CEOGDU
ETF,00656R,國泰中國A50反1,2016/3/18,上市,,CEOGDU
ETF,00657,國泰日經225,2016/5/9,上市,,CEOGEU
ETF,00657K,國泰日經225+U,2017/10/24,上市,,CEOGEU
ETF,00660,元大歐洲50,2016/7/15,上市,,CEOGEU
ETF,00661,元大日經225,2016/7/15,上市,,CEOGEU
ETF,00662,富邦NASDAQ,2016/6/24,上市,,CEOGEU
ETF,00663L,國泰臺灣加權正2,2016/7/14,上市,,CEOGDU
ETF,00664R,國泰臺灣加權反1,2016/7/14,上市,,CEOGDU
ETF,00665L,富邦恒生國企正2,2016/8/5,上市,,CEOGDU
ETF,00666R,富邦恒生國企反1,2016/8/5,上市,,CEOGDU
ETF,00668,國泰美國道瓊,2016/10/17,上市,,CEOGEU
ETF,00668K,國泰美國道瓊+U,2017/10/24,上市,,CEOGEU
ETF,00669R,國泰美國道瓊反1,2016/10/17,上市,,CEOGEU
ETF,00670L,富邦NASDAQ正2,2017/2/21,上市,,CEOGDU
ETF,00671R,富邦NASDAQ反1,2017/2/21,上市,,CEOGDU
ETF,00673R,期元大S&P原油反1,2016/10/7,上市,,CEOGDU
ETF,00674R,期元大S&P黃金反1,2016/10/7,上市,,CEOGDU
ETF,00675L,富邦臺灣加權正2,2016/10/5,上市,,CEOGDU
ETF,00676R,富邦臺灣加權反1,2016/10/5,上市,,CEOGDU
ETF,00678,群益那斯達克生技,2017/1/9,上市,,CEOGEU
ETF,00680L,元大美債20正2,2017/1/17,上市,,CEOGDU
ETF,00681R,元大美債20反1,2017/1/17,上市,,CEOGDU
ETF,00682U,期元大美元指數,2017/3/14,上市,,CEOGMU
ETF,00683L,期元大美元指正2,2017/3/14,上市,,CEOGMU
ETF,00684R,期元大美元指反1,2017/3/14,上市,,CEOGMU
ETF,00685L,群益臺灣加權正2,2017/3/30,上市,,CEOGEU
ETF,00686R,群益臺灣加權反1,2017/3/30,上市,,CEOGEU
ETF,00688L,國泰20年美債正2,2017/4/13,上市,,CEOGBU
ETF,00689R,國泰20年美債反1,2017/4/13,上市,,CEOGBU
ETF,00690,兆豐藍籌30,2017/3/31,上市,,CEOGEU
ETF,00692,富邦公司治理,2017/5/17,上市,,CEOGEU
ETF,00693U,期街口S&P黃豆,2017/4/25,上市,,CEOGCU
ETF,00700,富邦恒生國企,2017/7/21,上市,,CEOGEU
ETF,00701,國泰股利精選30,2017/8/17,上市,,CEOJEU
ETF,00702,國泰標普低波高息,2017/8/17,上市,,CEOJEU
ETF,00703,台新MSCI中國,2017/8/10,上市,,CEOGEU
ETF,00706L,期元大S&P日圓正2,2017/9/1,上市,,CEOGDU
ETF,00707R,期元大S&P日圓反1,2017/9/1,上市,,CEOGDU
ETF,00708L,期元大S&P黃金正2,2017/9/1,上市,,CEOGDU
ETF,00709,富邦歐洲,2017/8/15,上市,,CEOGEU
ETF,00710B,復華彭博非投等債,2017/8/21,上市,,CEOIBU
ETF,00711B,復華彭博新興債,2017/8/21,上市,,CEOIBU
ETF,00712,復華富時不動產,2017/8/21,上市,,CEOIEU
ETF,00713,元大台灣高息低波,2017/9/27,上市,,CEOJEU
ETF,00714,群益道瓊美國地產,2017/10/27,上市,,CEOIRU
ETF,00715L,期街口S&P布蘭特油正2,2017/11/16,上市,,CEOGDU
ETF,00717,富邦美國特別股,2017/11/29,上市,,CEOIEU
ETF,00728,第一金工業30,2018/4/18,上市,,CEOGEU
ETF,00730,富邦臺灣優質高息,2018/2/8,上市,,CEOIEU
ETF,00731,復華富時高息低波,2018/4/20,上市,,CEOIEU
ETF,00733,富邦臺灣中小,2018/5/17,上市,,CEOIEU
ETF,00735,國泰臺韓科技,2018/6/11,上市,,CEOJEU
ETF,00736,國泰新興市場,2018/6/11,上市,,CEOJEU
ETF,00737,國泰AI機器人,2018/6/11,上市,,CEOGEU
ETF,00738U,期元大道瓊白銀,2018/6/1,上市,,CEOGCU
ETF,00739,元大MSCI A股,2018/6/27,上市,,CEOJEU
ETF,00752,中信中國50,2018/10/31,上市,,CEOGEU
ETF,00753L,中信中國50正2,2018/10/31,上市,,CEOGEU
ETF,00757,統一FANG+,2018/12/6,上市,,CEOGEU
ETF,00762,元大全球AI,2019/1/23,上市,,CEOJEU
ETF,00763U,期街口道瓊銅,2018/12/19,上市,,CEOGDU
ETF,00770,國泰北美科技,2019/1/29,上市,,CEOJEU
ETF,00771,元大US高息特別股,2019/5/16,上市,,CEOJEU
ETF,00775B,新光投等債15+,2019/2/15,上市,,CEOIBU
ETF,00783,富邦中証500,2019/3/27,上市,,CEOGEU
ETF,00830,國泰費城半導體,2019/5/3,上市,,CEOJEU
ETF,00850,元大臺灣ESG永續,2019/8/23,上市,,CEOIEU
ETF,00851,台新全球AI,2019/8/12,上市,,CEOIEU
ETF,00852L,國泰美國道瓊正2,2019/8/22,上市,,CEOJLU
ETF,00861,元大全球未來通訊,2019/11/19,上市,,CEOJEU
ETF,00865B,國泰US短期公債,2019/11/25,上市,,CEOGBU
ETF,00875,國泰網路資安,2020/3/30,上市,,CEOGEU
ETF,00876,元大全球5G,2020/7/7,上市,,CEOJEU
ETF,00878,國泰永續高股息,2020/7/20,上市,,CEOJEU
ETF,00881,國泰台灣科技龍頭,2020/12/10,上市,,CEOJEU
ETF,00882,中信中國高股息,2021/2/4,上市,,CEOIEU
ETF,00885,富邦越南,2021/4/19,上市,,CEOGEU
ETF,00891,中信關鍵半導體,2021/5/28,上市,,CEOIEU
ETF,00892,富邦台灣半導體,2021/6/10,上市,,CEOIEU
ETF,00893,國泰智能電動車,2021/7/1,上市,,CEOGEU
ETF,00894,中信小資高價30,2021/8/13,上市,,CEOIEU
ETF,00895,富邦未來車,2021/8/12,上市,,CEOGEU
ETF,00896,中信綠能及電動車,2021/9/16,上市,,CEOIEU
ETF,00897,富邦基因免疫生技,2021/10/4,上市,,CEOGEU
